,1. open,2. high,3. low,4. close,5. adjusted close,6. volume,7. dividend amount,8. split coefficient,SMA,EMA,RSI,SlowD,SlowK,MACD_Signal,MACD,MACD_Hist,ADX,CCI,Aroon Up,Aroon Down,Real Lower Band,Real Middle Band,Real Upper Band,Chaikin A/D,OBV
2013-03-21,3.38,3.48,3.38,3.45,2.74618404044,43810086,0.0000,1.0,2.8327,2.8484,41.4925,35.4121,48.9247,-0.1051,-0.1049,0.0002,15.1862,-87.2401,10.0000,85.0000,2.6422,2.8327,3.0233,751384415.2281,-2575829676.0000
2013-03-20,3.42,3.47,3.39,3.445,2.74220406357,39748485,0.0000,1.0,2.8447,2.8591,41.3051,22.5352,36.3362,-0.1052,-0.1093,-0.0041,15.2047,-98.8444,0.0000,90.0000,2.6475,2.8447,3.0418,733860380.8358,-2619639762.0000
2013-03-19,3.38,3.45,3.35,3.4,2.70638427174,52264733,0.0000,1.0,2.8596,2.8714,39.6524,11.9575,20.9752,-0.1041,-0.1129,-0.0088,15.2242,-132.1389,0.0000,95.0000,2.6509,2.8596,3.0683,718954698.9694,-2659388247.0000
2013-03-18,3.29,3.42,3.28,3.35,2.66658450304,59386672,0.0000,1.0,2.8807,2.8888,37.8038,7.2938,10.2942,-0.1019,-0.1122,-0.0103,15.1636,-170.9234,0.0000,100.0000,2.6537,2.8807,3.1077,718954698.9694,-2711652980.0000
2013-03-15,3.44,3.59,3.41,3.43,2.73026413296,113450222,0.0000,1.0,2.9062,2.9122,39.6499,10.3386,4.6032,-0.0994,-0.1057,-0.0063,14.9806,-109.3109,5.0000,100.0000,2.6670,2.9062,3.1453,718954698.9694,-2652266308.0000
2013-03-14,3.51,3.53,3.46,3.47,2.76210394793,37374143,0.0000,1.0,2.9281,2.9314,40.5915,23.4286,6.9841,-0.0978,-0.1023,-0.0045,15.1612,-112.5361,0.0000,95.0000,2.6774,2.9281,3.1787,807193760.5267,-2538816086.0000
2013-03-13,3.55,3.55,3.45,3.45,2.74618404044,49431449,0.0000,1.0,2.9484,2.9492,39.9137,42.6561,19.4286,-0.0967,-0.0997,-0.0031,15.1179,-120.9718,0.0000,100.0000,2.6892,2.9484,3.2075,833889576.9553,-2576190229.0000
2013-03-12,3.65,3.69,3.55,3.58,2.84966343907,51161830,0.0000,1.0,2.9746,2.9705,42.9388,59.6842,43.8730,-0.0959,-0.0934,0.0025,15.0724,-66.0016,5.0000,70.0000,2.6969,2.9746,3.2523,883321025.9553,-2526758780.0000
2013-03-11,3.61,3.65,3.56,3.62,2.88150325403,29707649,0.0000,1.0,2.9973,2.9833,43.9116,62.7729,64.6667,-0.0965,-0.0944,0.0021,15.3057,-68.3468,10.0000,75.0000,2.6914,2.9973,3.3032,912556357.3839,-2475596950.0000
2013-03-08,3.74,3.75,3.63,3.68,2.92926297647,34933592,0.0000,1.0,3.0152,2.9940,45.3765,50.7485,70.5128,-0.0971,-0.0977,-0.0006,15.4071,-43.4993,15.0000,80.0000,2.6969,3.0152,3.3336,902653807.7172,-2445889301.0000
2013-03-07,3.7,3.76,3.64,3.69,2.93722293021,45726047,0.0000,1.0,3.0304,3.0008,45.6175,31.4393,53.1391,-0.0969,-0.1052,-0.0083,15.7095,-44.5339,20.0000,85.0000,2.7012,3.0304,3.3595,908476073.0536,-2410955709.0000
2013-03-06,3.67,3.7,3.57,3.62,2.88150325403,35068189,0.0000,1.0,3.0475,3.0075,43.6267,18.8678,28.5936,-0.0948,-0.1141,-0.0193,16.0556,-73.1707,25.0000,90.0000,2.7042,3.0475,3.3907,916097080.8909,-2456681756.0000
2013-03-05,3.59,3.61,3.51,3.53,2.80986367037,32987554,0.0000,1.0,3.0606,3.0207,40.9883,21.0483,12.5853,-0.0900,-0.1182,-0.0282,16.2215,-111.1316,30.0000,95.0000,2.7237,3.0606,3.3975,924189739.8935,-2491749945.0000
2013-03-04,3.48,3.55,3.46,3.47,2.76210394793,65586392,0.0000,1.0,3.0717,3.0429,39.1856,27.9406,15.4245,-0.0829,-0.1144,-0.0314,16.0884,-150.9720,35.0000,100.0000,2.7546,3.0717,3.3889,943982272.2935,-2524737499.0000
2013-03-01,3.565,3.61,3.54,3.59,2.85762339281,33257408,0.0000,1.0,3.0928,3.0725,41.6001,31.1758,35.1351,-0.0751,-0.1030,-0.0279,15.7363,-138.7247,40.0000,100.0000,2.8062,3.0928,3.3795,994993910.5157,-2459151107.0000
2013-02-28,3.65,3.72,3.61,3.65,2.90538311525,57948590,0.0000,1.0,3.1060,3.0951,42.8544,23.7829,33.2622,-0.0681,-0.0966,-0.0285,15.5481,-125.5828,0.0000,90.0000,2.8404,3.1060,3.3716,980740735.6586,-2425893699.0000
2013-02-27,3.62,3.79,3.62,3.77,3.00090256014,57742153,0.0000,1.0,3.1235,3.1151,45.4585,18.1314,25.1301,-0.0610,-0.0920,-0.0310,15.5146,-109.5680,0.0000,95.0000,2.8671,3.1235,3.3799,996544896.5725,-2367945109.0000
2013-02-26,3.645,3.68,3.54,3.57,2.84170348533,51330202,0.0000,1.0,3.1410,3.1271,39.6521,14.9684,12.9564,-0.0533,-0.0944,-0.0412,15.5027,-186.6410,0.0000,100.0000,2.8729,3.1410,3.4091,952389132.5127,-2425687262.0000
2013-02-25,3.9,3.91,3.61,3.63,2.88946320777,51180105,0.0000,1.0,3.1681,3.1571,40.8928,15.7920,16.3077,-0.0430,-0.0800,-0.0371,15.1338,-149.6995,5.0000,100.0000,2.9176,3.1681,3.4186,981720676.5127,-2374357060.0000
2013-02-22,3.81,3.84,3.74,3.78,3.00886251388,45779615,0.0000,1.0,3.1907,3.1853,44.1757,18.3654,15.6410,-0.0337,-0.0653,-0.0316,14.8950,-132.6428,0.0000,95.0000,2.9642,3.1907,3.4173,1026076767.5130,-2323176955.0000
2013-02-21,3.77,3.8,3.68,3.75,2.98498265266,41611001,0.0000,1.0,3.2099,3.2039,43.3110,25.3045,15.4274,-0.0258,-0.0577,-0.0319,14.9360,-171.1431,0.0000,100.0000,2.9835,3.2099,3.4362,1035232690.5130,-2368956570.0000
2013-02-20,3.9,3.92,3.81,3.82,3.04070232884,55509967,0.0000,1.0,3.2453,3.2269,44.8510,31.0522,24.0278,-0.0178,-0.0448,-0.0269,14.8552,-118.3849,5.0000,100.0000,2.9574,3.2453,3.5332,1028297523.6760,-2327345569.0000
2013-02-19,3.96,3.985,3.91,3.93,3.12826181998,27940137,0.0000,1.0,3.2771,3.2465,47.3651,37.8021,36.4583,-0.0111,-0.0333,-0.0222,15.0693,-81.6684,10.0000,50.0000,2.9488,3.2771,3.6055,1073714769.4033,-2271835602.0000
2013-02-15,4.02,4.07,3.96,3.99,3.17602154243,25801390,0.0000,1.0,3.2970,3.2590,48.7820,46.3113,32.6705,-0.0055,-0.0270,-0.0215,15.5401,-59.0925,15.0000,55.0000,2.9591,3.2970,3.6350,1086753500.0058,-2243895465.0000
2013-02-14,3.88,3.99,3.85,3.98,3.16806158869,31384818,0.0000,1.0,3.3185,3.2677,48.5383,63.0647,44.2776,-0.0002,-0.0235,-0.0233,16.1617,-87.8598,20.0000,60.0000,2.9600,3.3185,3.6770,1098481404.5512,-2269696855.0000
2013-02-13,4.09,4.11,3.95,3.98,3.16806158869,37347151,0.0000,1.0,3.3420,3.2782,48.5383,75.3889,61.9859,0.0057,-0.0179,-0.0236,16.5961,-67.3839,25.0000,65.0000,2.9649,3.3420,3.7190,1071580131.9794,-2269696855.0000
2013-02-12,4.15,4.17,4.1,4.11,3.27154098731,19179484,0.0000,1.0,3.3683,3.2898,51.4088,81.5243,82.9307,0.0116,-0.0104,-0.0220,17.2968,-36.1573,30.0000,70.0000,2.9707,3.3683,3.7658,1094922101.3544,-2232349704.0000
2013-02-11,4.15,4.17,4.1,4.15,3.30338080227,27306087,0.0000,1.0,3.3886,3.2917,52.3131,75.8851,81.2500,0.0171,-0.0113,-0.0284,17.9873,-36.7846,35.0000,75.0000,2.9718,3.3886,3.8053,1108621732.7840,-2213170220.0000
2013-02-08,4.11,4.15,4.06,4.07,3.23970117235,26199614,0.0000,1.0,3.4104,3.2905,50.6642,62.6362,80.3922,0.0241,-0.0155,-0.0397,18.7141,-54.2205,40.0000,80.0000,2.9687,3.4104,3.8522,1096919124.0767,-2240476307.0000
2013-02-07,4.135,4.15,4.02,4.06,3.23174121861,40088807,0.0000,1.0,3.4256,3.2958,50.4607,42.8980,66.0131,0.0341,-0.0142,-0.0483,19.5265,-63.8089,45.0000,0.0000,2.9875,3.4256,3.8636,1117296601.6322,-2266675921.0000
2013-02-06,3.91,4.15,3.89,4.12,3.27950094105,75956215,0.0000,1.0,3.4132,3.3026,51.6752,25.8150,41.5033,0.0461,-0.0115,-0.0576,20.3816,-63.1647,50.0000,5.0000,2.9414,3.4132,3.8850,1132715373.5553,-2226587114.0000
2013-02-05,3.86,3.96,3.85,3.95,3.14418172747,45143425,0.0000,1.0,3.4104,3.3050,48.3278,17.7791,21.1775,0.0605,-0.0127,-0.0732,21.2817,-98.5056,55.0000,10.0000,2.9349,3.4104,3.8860,1074287515.8621,-2302543329.0000
2013-02-04,3.92,4.01,3.81,3.81,3.0327423751,63694647,0.0000,1.0,3.4212,3.3219,45.3671,14.6971,14.7641,0.0788,-0.0003,-0.0791,22.1539,-120.9096,60.0000,15.0000,2.9607,3.4212,3.8817,1037351986.3158,-2347686754.0000
2013-02-01,4.02,4.12,3.97,4.0,3.18398149617,42746833,0.0000,1.0,3.4359,3.3523,48.9858,14.2790,17.3957,0.0986,0.0269,-0.0717,23.0720,-86.8592,65.0000,20.0000,3.0084,3.4359,3.8634,1101046633.3158,-2283992107.0000
2013-01-31,3.94,4.02,3.85,3.92,3.12030186624,89274446,0.0000,1.0,3.4423,3.3701,47.3045,13.5012,11.9316,0.1165,0.0459,-0.0707,24.1982,-121.6406,70.0000,25.0000,3.0263,3.4423,3.8582,1126694733.1158,-2326738940.0000
2013-01-30,4.19,4.23,4.06,4.09,3.25562107983,45368893,0.0000,1.0,3.4498,3.3964,50.6762,14.5188,13.5098,0.1342,0.0758,-0.0584,25.3455,-66.9643,75.0000,30.0000,3.0525,3.4498,3.8472,1142449047.1212,-2237464494.0000
2013-01-29,4.255,4.3,4.18,4.21,3.35114052472,39178412,0.0000,1.0,3.4443,3.4112,53.2199,18.8124,15.0621,0.1488,0.0992,-0.0496,26.3431,-29.0906,80.0000,35.0000,3.0333,3.4443,3.8552,1171805389.6518,-2192095601.0000
2013-01-28,4.175,4.3467,4.16,4.25,3.38298033968,56054845,0.0000,1.0,3.4284,3.4175,54.0796,29.7653,14.9845,0.1612,0.1178,-0.0434,27.1053,-15.1966,85.0000,40.0000,2.9811,3.4284,3.8756,1191394595.6518,-2152917189.0000
2013-01-25,4.21,4.26,4.1,4.2,3.34318057098,85942408,0.0000,1.0,3.4184,3.4211,53.1816,41.5345,26.3905,0.1720,0.1367,-0.0353,27.9076,-28.7785,90.0000,45.0000,2.9589,3.4184,3.8779,1193406204.9772,-2208972034.0000
2013-01-24,4.18,4.44,4.16,4.26,3.39094029342,163076319,0.0000,1.0,3.4124,3.4293,54.3942,47.5293,47.9208,0.1809,0.1628,-0.0180,28.9131,0.5076,95.0000,50.0000,2.9461,3.4124,3.8788,1171920602.9721,-2123029626.0000
2013-01-23,4.705,4.8967,4.62,4.64,3.69341853555,80641890,0.0000,1.0,3.4021,3.4334,63.0432,44.9266,50.2921,0.1854,0.1890,0.0036,29.8378,111.5782,100.0000,55.0000,2.9252,3.4021,3.8789,1218513836.9680,-1959953307.0000
2013-01-22,4.49,4.62,4.48,4.62,3.67749862807,54627906,0.0000,1.0,3.3762,3.4060,62.7470,49.2143,44.3749,0.1845,0.1888,0.0043,29.6112,89.7256,70.0000,60.0000,2.9094,3.3762,3.8431,1287498063.0728,-2040595197.0000
2013-01-18,4.43,4.49,4.35,4.43,3.52625950701,58639791,0.0000,1.0,3.3587,3.3774,59.8426,61.3264,40.1128,0.1834,0.1874,0.0039,29.8321,59.4761,75.0000,65.0000,2.9126,3.3587,3.8048,1232870157.0728,-2095223103.0000
2013-01-17,4.61,4.61,4.5,4.53,3.60585904441,54916603,0.0000,1.0,3.3499,3.3617,62.2700,78.3053,63.1551,0.1825,0.1983,0.0158,30.3113,102.7122,80.0000,70.0000,2.9105,3.3499,3.7894,1224493044.0683,-2036583312.0000
2013-01-16,4.57,4.65,4.54,4.57,3.63769885937,41693186,0.0000,1.0,3.3368,3.3360,63.2449,88.0657,80.7114,0.1785,0.2012,0.0227,30.3455,132.3929,85.0000,75.0000,2.9133,3.3368,3.7603,1249455136.3410,-1981666709.0000
2013-01-15,4.54,4.7,4.53,4.64,3.69341853555,53897367,0.0000,1.0,3.3121,3.3043,64.9350,83.6341,91.0494,0.1728,0.1988,0.0260,30.2511,165.1907,90.0000,80.0000,2.9044,3.3121,3.7199,1268406584.5254,-1939973523.0000
2013-01-14,4.65,4.7367,4.51,4.62,3.67749862807,83309618,0.0000,1.0,3.2795,3.2633,64.6788,67.6687,92.4364,0.1663,0.1871,0.0208,30.1518,189.5978,95.0000,85.0000,2.8953,3.2795,3.6637,1252554417.7659,-1993870890.0000
2013-01-11,4.42,4.75,4.41,4.7,3.741178258,129288886,0.0000,1.0,3.2453,3.2197,66.5258,50.3702,67.4165,0.1611,0.1712,0.0101,30.0472,219.5408,100.0000,90.0000,2.8879,3.2453,3.6026,1255016589.9804,-1910561272.0000
2013-01-10,4.45,4.5,4.245,4.45,3.54217941449,292281140,0.0000,1.0,3.2106,3.1648,63.4250,50.0673,43.1533,0.1586,0.1418,-0.0168,29.9371,168.3050,100.0000,95.0000,2.9253,3.2106,3.4960,1163753846.9201,-2039850158.0000
2013-01-09,3.91,3.98,3.67,3.75,2.98498265266,97002859,0.0000,1.0,3.1844,3.1251,51.4663,64.9218,40.5408,0.1628,0.1225,-0.0403,30.2061,-101.5538,35.0000,0.0000,2.9310,3.1844,3.4378,986092761.8165,-2332131298.0000
2013-01-08,4.06,4.11,3.98,4.05,3.22378126487,59113639,0.0000,1.0,3.1820,3.1399,59.3697,79.7776,66.5080,0.1729,0.1529,-0.0200,31.5595,23.1599,40.0000,5.0000,2.9204,3.1820,3.4436,1033029629.0707,-2235128439.0000
2013-01-07,4.21,4.29,4.18,4.22,3.35910047846,38679953,0.0000,1.0,3.1740,3.1310,64.7200,82.3211,87.7167,0.1779,0.1650,-0.0128,31.9891,109.7008,45.0000,10.0000,2.9083,3.1740,3.4397,1028482426.0707,-2176014800.0000
2013-01-04,4.2,4.22,4.13,4.18,3.3272606635,35565309,0.0000,1.0,3.1553,3.1070,63.9947,68.5995,85.1082,0.1811,0.1644,-0.0166,31.6314,96.8697,50.0000,0.0000,2.8917,3.1553,3.4190,1039031504.1616,-2214694753.0000
2013-01-03,4.13,4.22,4.08,4.16,3.31134075601,52453801,0.0000,1.0,3.1434,3.0839,63.6396,49.3336,74.1383,0.1852,0.1645,-0.0207,31.3943,97.5335,55.0000,0.0000,2.8906,3.1434,3.3962,1035079803.1572,-2250260062.0000
2013-01-02,4.18,4.2,4.06,4.11,3.27154098731,56537619,0.0000,1.0,3.1147,3.0599,62.7676,30.4662,46.5521,0.1904,0.1638,-0.0266,31.1446,92.7644,60.0000,0.0000,2.8184,3.1147,3.4111,1027586403.0197,-2302713863.0000
2012-12-31,3.81,3.99,3.785,3.95,3.14418172747,34489397,0.0000,1.0,3.0809,3.0376,59.8396,22.2628,27.3104,0.1971,0.1645,-0.0325,30.9198,17.3824,65.0000,5.0000,2.7171,3.0809,3.4447,1043740008.4519,-2359251482.0000
2012-12-28,3.87,3.92,3.8,3.81,3.0327423751,41463354,0.0000,1.0,3.0534,3.0264,57.0307,21.6046,17.5360,0.2052,0.1761,-0.0291,31.1141,3.8661,70.0000,10.0000,2.6342,3.0534,3.4727,1022709888.3292,-2393740879.0000
2012-12-27,4.06,4.07,3.93,4.0,3.18398149617,41406755,0.0000,1.0,3.0339,3.0258,62.6832,28.7680,21.9421,0.2125,0.1996,-0.0128,31.4789,58.4984,75.0000,0.0000,2.5780,3.0339,3.4899,1057262683.3292,-2352277525.0000
2012-12-26,4.04,4.06,3.93,4.05,3.22378126487,31644215,0.0000,1.0,3.0049,3.0091,64.2759,41.3651,25.3358,0.2157,0.2114,-0.0043,31.3420,67.3379,80.0000,0.0000,2.5179,3.0049,3.4919,1057262683.3254,-2310870770.0000
2012-12-24,4.05,4.06,3.93,4.0,3.18398149617,22027919,0.0000,1.0,2.9699,2.9865,63.3922,59.1823,39.0263,0.2167,0.2192,0.0025,31.2183,66.4094,85.0000,5.0000,2.4511,2.9699,3.4886,1030486809.0942,-2342514985.0000
2012-12-21,4.03,4.09,3.97,3.99,3.17602154243,68889459,0.0000,1.0,2.9444,2.9657,63.2194,72.9518,59.7333,0.2161,0.2301,0.0140,31.0880,76.3082,90.0000,10.0000,2.4202,2.9444,3.4686,1028792353.7845,-2364542904.0000
2012-12-20,4.19,4.27,4.15,4.18,3.3272606635,50255561,0.0000,1.0,2.9273,2.9436,69.1095,79.8771,78.7873,0.2126,0.2415,0.0289,30.7989,128.4809,95.0000,0.0000,2.4122,2.9273,3.4423,1074718659.7845,-2295653445.0000
2012-12-19,4.3,4.35,4.14,4.21,3.35114052472,83324015,0.0000,1.0,2.8926,2.9032,70.0890,76.7741,80.3349,0.2054,0.2371,0.0317,29.7632,148.7597,100.0000,0.0000,2.3970,2.8926,3.3883,1099846440.2767,-2245397884.0000
2012-12-18,4.17,4.27,4.1,4.2,3.34318057098,101843688,0.0000,1.0,2.8425,2.8560,69.9541,73.5034,80.5090,0.1975,0.2256,0.0281,28.6730,152.0853,100.0000,0.0000,2.3397,2.8425,3.3453,1127621111.9367,-2328721899.0000
2012-12-17,3.84,4.04,3.83,3.95,3.14418172747,82676747,0.0000,1.0,2.7924,2.8048,66.3511,68.9814,69.4783,0.1905,0.2084,0.0179,27.6363,108.4552,100.0000,0.0000,2.2993,2.7924,3.2854,1109648696.4011,-2430565587.0000
2012-12-14,3.84,3.88,3.79,3.82,3.04070232884,58166411,0.0000,1.0,2.7454,2.7690,64.2323,69.3909,70.5228,0.1860,0.2037,0.0178,26.9023,92.6191,75.0000,5.0000,2.2177,2.7454,3.2731,1097837732.5397,-2513242334.0000
2012-12-13,3.76,3.84,3.69,3.76,2.9929426064,58146248,0.0000,1.0,2.7016,2.7404,63.2167,71.1193,66.9432,0.1815,0.2054,0.0238,26.4223,86.9821,80.0000,0.0000,2.1353,2.7016,3.2679,1117226536.2063,-2571408745.0000
2012-12-12,3.83,3.85,3.8,3.83,3.04866228258,33035512,0.0000,1.0,2.6582,2.7139,65.2707,75.0078,70.7066,0.1756,0.2093,0.0337,25.9949,109.9801,85.0000,5.0000,2.0560,2.6582,3.2604,1121102952.7345,-2513262497.0000
2012-12-11,3.72,3.87,3.72,3.79,3.01682246762,48431868,0.0000,1.0,2.6129,2.6786,64.6472,81.0686,75.7082,0.1671,0.2056,0.0385,25.0897,114.0902,90.0000,10.0000,1.9985,2.6129,3.2272,1114495850.3345,-2546298009.0000
2012-12-10,3.71,3.73,3.59,3.69,2.93722293021,68036432,0.0000,1.0,2.5699,2.6430,63.0725,85.5376,78.6087,0.1575,0.2011,0.0436,24.1369,96.0400,95.0000,0.0000,1.9543,2.5699,3.1854,1117724641.5345,-2594729877.0000
2012-12-07,3.85,3.9,3.74,3.85,3.06458219006,71399180,0.0000,1.0,2.5285,2.6120,67.6529,84.9807,88.8889,0.1466,0.2006,0.0540,23.3723,134.0693,100.0000,0.0000,1.9060,2.5285,3.1510,1088566170.6861,-2526693445.0000
2012-12-06,3.87,3.9,3.66,3.75,2.98498265266,89310676,0.0000,1.0,2.4795,2.5644,66.1953,73.2782,89.1153,0.1331,0.1841,0.0509,21.9229,134.1149,100.0000,5.0000,1.8798,2.4795,3.0792,1061791478.1861,-2598092625.0000
2012-12-05,3.56,3.9,3.55,3.88,3.08846205128,151164757,0.0000,1.0,2.4353,2.5201,70.0963,55.4484,76.9380,0.1204,0.1684,0.0480,20.3971,151.4647,100.0000,10.0000,1.8615,2.4353,3.0092,1084119147.1802,-2508781949.0000
2012-12-04,3.31,3.46,3.28,3.44,2.7382240867,49334865,0.0000,1.0,2.3912,2.4603,63.1051,41.6776,53.7814,0.1084,0.1354,0.0270,18.7910,89.2528,65.0000,15.0000,1.8943,2.3912,2.8880,950230362.4082,-2659946706.0000
2012-12-03,3.29,3.31,3.24,3.26,2.59494491938,24768198,0.0000,1.0,2.3645,2.4311,59.4179,36.7161,35.6257,0.1017,0.1269,0.0253,17.8383,71.5361,70.0000,20.0000,1.8882,2.3645,2.8408,911858800.7476,-2709281571.0000
2012-11-30,3.29,3.3433,3.25,3.26,2.59494491938,36176728,0.0000,1.0,2.3462,2.4138,59.4179,41.1239,35.6257,0.0953,0.1289,0.0336,17.1740,84.2057,75.0000,25.0000,1.8787,2.3462,2.8137,922473742.7476,-2709281571.0000
2012-11-29,3.39,3.42,3.26,3.32,2.64270464182,70253574,0.0000,1.0,2.3299,2.3947,61.2596,51.7576,38.8968,0.0869,0.1295,0.0426,16.4301,109.4728,80.0000,30.0000,1.8756,2.3299,2.7841,950895545.1309,-2673104843.0000
2012-11-28,3.2,3.32,3.17,3.27,2.60290487312,58624299,0.0000,1.0,2.3040,2.3686,60.2851,66.9148,48.8491,0.0763,0.1236,0.0473,15.6041,104.6752,85.0000,0.0000,1.8653,2.3040,2.7427,968458938.6309,-2743358417.0000
2012-11-27,3.35,3.36,3.15,3.17,2.52330533571,75455724,0.0000,1.0,2.2758,2.3440,58.2915,80.0331,67.5269,0.0645,0.1183,0.0538,14.9586,114.5866,90.0000,5.0000,1.8450,2.2758,2.7065,948917505.6276,-2801982716.0000
2012-11-26,3.54,3.55,3.35,3.36,2.67454445678,78048736,0.0000,1.0,2.2543,2.3251,64.0992,86.9367,84.3684,0.0510,0.1179,0.0669,14.2792,205.3426,95.0000,10.0000,1.8322,2.2543,2.6763,1010000710.7713,-2726526992.0000
2012-11-23,3.44,3.59,3.38,3.56,2.83374353159,100180921,0.0000,1.0,2.2224,2.2883,71.1924,87.6170,88.2040,0.0343,0.1003,0.0660,12.7052,314.0118,100.0000,15.0000,1.8376,2.2224,2.6073,1080244573.1718,-2648478256.0000
2012-11-21,3.07,3.4,3.05,3.31,2.63474468808,154286873,0.0000,1.0,2.1874,2.2309,66.8341,84.9200,88.2376,0.0178,0.0601,0.0423,10.9077,311.0428,100.0000,20.0000,1.9227,2.1874,2.4520,1008686772.4558,-2748659177.0000
2012-11-20,2.97,3.03,2.92,2.95,2.34818635342,52081141,0.0000,1.0,2.1675,2.1884,58.1788,75.5415,86.4093,0.0072,0.0282,0.0210,9.3665,195.9510,100.0000,25.0000,1.9974,2.1675,2.3376,933747434.1387,-2902946050.0000
2012-11-19,2.88,2.95,2.86,2.94,2.34022639968,47647766,0.0000,1.0,2.1591,2.1716,57.8888,64.7649,80.1130,0.0019,0.0163,0.0143,8.6952,189.4011,100.0000,30.0000,2.0103,2.1591,2.3080,957420680.0510,-2955027191.0000
2012-11-16,2.75,2.8,2.66,2.77,2.2049071861,34809234,0.0000,1.0,2.1536,2.1538,52.5779,54.8525,60.1021,-0.0017,0.0016,0.0033,8.2597,32.6105,5.0000,35.0000,2.0254,2.1536,2.2818,920361306.4955,-3002674957.0000
2012-11-15,2.71,2.78,2.69,2.72,2.16510741739,36283512,0.0000,1.0,2.1603,2.1484,50.8458,49.9324,54.0796,-0.0025,-0.0033,-0.0008,8.3853,10.1371,10.0000,40.0000,2.0097,2.1603,2.3110,900470315.6370,-3037484191.0000
2012-11-14,2.78,2.79,2.63,2.67,2.12530764869,35861256,0.0000,1.0,2.1643,2.1467,49.0789,40.7658,50.3759,-0.0023,-0.0055,-0.0033,8.3722,-21.7791,15.0000,45.0000,2.0092,2.1643,2.3194,912564819.6404,-3073767703.0000
2012-11-13,2.64,2.7,2.63,2.69,2.14122755617,20929484,0.0000,1.0,2.1647,2.1489,49.7586,28.9875,45.3416,-0.0014,-0.0042,-0.0028,8.3586,-38.5675,20.0000,0.0000,2.0100,2.1647,2.3194,930495447.6418,-3037906447.0000
2012-11-12,2.715,2.74,2.67,2.71,2.15714746365,15879652,0.0000,1.0,2.1595,2.1497,50.4219,22.8211,26.5797,-0.0007,-0.0041,-0.0034,8.7090,-5.9593,25.0000,0.0000,1.9954,2.1595,2.3237,915545816.2132,-3016976963.0000
2012-11-09,2.62,2.67,2.61,2.65,2.10938774121,23208799,0.0000,1.0,2.1532,2.1490,48.4638,29.7976,15.0412,0.0001,-0.0055,-0.0056,8.9007,-45.7575,30.0000,5.0000,1.9795,2.1532,2.3268,913277294.5022,-3032856615.0000
2012-11-08,2.64,2.68,2.6,2.62,2.08550787999,24255413,0.0000,1.0,2.1512,2.1531,47.4784,47.7998,26.8425,0.0015,-0.0024,-0.0039,9.3449,-49.7512,35.0000,10.0000,1.9747,2.1512,2.3277,905541028.1688,-3056065414.0000
2012-11-07,2.69,2.71,2.6,2.64,2.10142778747,43818717,0.0000,1.0,2.1536,2.1602,48.0604,66.2597,47.5092,0.0025,0.0041,0.0016,9.8125,-41.8937,40.0000,15.0000,1.9794,2.1536,2.3277,917668734.6688,-3031810001.0000
2012-11-06,2.77,2.82,2.75,2.77,2.2049071861,22674624,0.0000,1.0,2.1552,2.1664,51.9959,77.6918,69.0476,0.0021,0.0106,0.0086,10.3046,52.3355,45.0000,20.0000,1.9824,2.1552,2.3279,929619293.8507,-2987991284.0000
2012-11-05,2.765,2.83,2.74,2.77,2.2049071861,22725332,0.0000,1.0,2.1516,2.1624,51.9959,73.0556,82.2222,-0.0001,0.0083,0.0084,10.2437,58.0041,50.0000,25.0000,1.9801,2.1516,2.3230,939336989.8507,-2987991284.0000
2012-11-02,2.81,2.85,2.76,2.8,2.22878704732,30524542,0.0000,1.0,2.1464,2.1579,52.8981,55.7960,81.8056,-0.0022,0.0053,0.0074,10.1796,83.0086,55.0000,30.0000,1.9754,2.1464,2.3174,946912100.5173,-2965265952.0000
2012-11-01,2.76,2.86,2.74,2.85,2.26858681602,37349766,0.0000,1.0,2.1408,2.1504,54.3923,31.0364,55.1389,-0.0040,-0.0011,0.0029,10.0264,105.8573,60.0000,35.0000,1.9737,2.1408,2.3079,950303716.2951,-2934741410.0000
2012-10-31,2.7,2.72,2.65,2.67,2.12530764869,25938404,0.0000,1.0,2.1317,2.1380,49.5151,17.4534,30.4435,-0.0047,-0.0134,-0.0086,9.8650,-1.2311,65.0000,40.0000,1.9738,2.1317,2.2896,919178911.2951,-2972091176.0000
2012-10-26,2.6,2.61,2.56,2.56,2.03774815755,27810010,0.0000,1.0,2.1353,2.1393,46.1734,14.4820,7.5269,-0.0026,-0.0142,-0.0116,10.1608,-95.4947,70.0000,45.0000,1.9749,2.1353,2.2956,930295370.1523,-2998029580.0000
2012-10-25,2.63,2.66,2.61,2.63,2.09346783373,23895888,0.0000,1.0,2.1359,2.1500,48.0981,23.9543,14.3896,0.0003,-0.0061,-0.0064,10.5046,-46.0474,75.0000,50.0000,1.9768,2.1359,2.2949,958105380.1523,-2970219570.0000
2012-10-24,2.65,2.67,2.56,2.56,2.03774815755,29035730,0.0000,1.0,2.1374,2.1560,45.9580,35.9943,21.5294,0.0019,-0.0014,-0.0033,11.0532,-80.9955,80.0000,55.0000,1.9795,2.1374,2.2954,962884557.7523,-2994115458.0000
2012-10-23,2.62,2.72,2.61,2.68,2.13326760243,62701301,0.0000,1.0,2.1386,2.1684,49.2663,51.8766,35.9438,0.0027,0.0103,0.0076,11.6307,-13.4688,85.0000,60.0000,1.9834,2.1386,2.2939,991920287.7523,-2965079728.0000
