,1. open,2. high,3. low,4. close,5. adjusted close,6. volume,7. dividend amount,8. split coefficient,SMA,EMA,RSI,SlowK,SlowD,MACD_Signal,MACD_Hist,MACD,ADX,CCI,Aroon Up,Aroon Down,Real Lower Band,Real Upper Band,Real Middle Band,Chaikin A/D,OBV
2011-07-13,5.66,5.75,5.63,5.67,4.17824003889,38404544,0.0000,1.0,4.4863,4.5817,32.5196,3.8123,14.5409,-0.2039,0.0148,-0.1891,30.9512,-154.2058,60.0000,100.0000,4.1659,4.8066,4.4863,1566773396.0766,-1701901275.0000
2011-07-12,5.89,5.91,5.79,5.8,4.27403742955,24878757,0.0000,1.0,4.5080,4.6241,34.0831,6.5630,27.2660,-0.2076,0.0344,-0.1732,30.6935,-111.2399,65.0000,100.0000,4.2165,4.7995,4.5080,1579574910.7375,-1663496731.0000
2011-07-11,5.99,6.03,5.93,5.96,4.39194191036,29528418,0.0000,1.0,4.5194,4.6610,36.1133,33.2473,44.3536,-0.2162,0.0561,-0.1601,30.6307,-67.7083,70.0000,30.0000,4.2483,4.7905,4.5194,1600307208.2380,-1638617974.0000
2011-07-08,6.3,6.31,6.18,6.22,4.58353669169,17764905,0.0000,1.0,4.5316,4.6893,39.7704,41.9879,52.7522,-0.2302,0.0771,-0.1531,30.7587,34.9272,75.0000,35.0000,4.2626,4.8005,4.5316,1612118575.4404,-1609089556.0000
2011-07-07,6.435,6.49,6.38,6.46,4.76039341291,29836281,0.0000,1.0,4.5342,4.7004,43.6463,57.8257,64.2523,-0.2494,0.0880,-0.1614,31.2756,118.1694,80.0000,40.0000,4.2623,4.8060,4.5342,1618951231.2107,-1591324651.0000
2011-07-06,6.345,6.36,6.25,6.25,4.60564378184,18750759,0.0000,1.0,4.5257,4.6941,38.6785,58.4430,73.1763,-0.2715,0.0838,-0.1877,32.1660,60.6126,0.0000,45.0000,4.2726,4.7788,4.5257,1605389285.2996,-1621160932.0000
2011-07-05,6.26,6.34,6.24,6.32,4.6572269922,18719048,0.0000,1.0,4.5364,4.7034,39.7893,76.4881,81.5242,-0.2924,0.0897,-0.2027,32.7771,55.5445,0.0000,50.0000,4.2543,4.8184,4.5364,1624140044.2996,-1602410173.0000
2011-07-01,6.385,6.48,6.3,6.42,4.73091729271,24803263,0.0000,1.0,4.5467,4.7083,41.4028,84.5978,80.9999,-0.3148,0.0905,-0.2243,33.3697,78.8186,5.0000,55.0000,4.2343,4.8591,4.5467,1612908615.4986,-1583691125.0000
2011-06-30,6.385,6.51,6.36,6.42,4.73091729271,28003495,0.0000,1.0,4.5555,4.7059,41.4028,83.4867,71.2133,-0.3374,0.0815,-0.2560,34.0897,79.8712,10.0000,60.0000,4.2141,4.8970,4.5555,1604640861.1641,-1583691125.0000
2011-06-29,6.185,6.42,6.13,6.33,4.66459602225,32274418,0.0000,1.0,4.5611,4.7033,39.4069,74.9153,60.0070,-0.3578,0.0651,-0.2927,34.9432,29.5676,0.0000,65.0000,4.2052,4.9170,4.5611,1610241560.1630,-1611694620.0000
2011-06-28,6.05,6.11,6.03,6.11,4.50247736113,17037516,0.0000,1.0,4.5743,4.7073,34.2026,55.2381,52.7072,-0.3741,0.0455,-0.3286,35.6350,-39.2380,0.0000,70.0000,4.1857,4.9629,4.5743,1597999539.5426,-1643969038.0000
2011-06-27,5.98,6.18,5.97,6.04,4.45089415077,32018705,0.0000,1.0,4.6079,4.7289,32.4488,49.8677,57.4427,-0.3855,0.0323,-0.3531,35.5793,-50.9607,0.0000,75.0000,4.1418,5.0739,4.6079,1580962023.5426,-1661006554.0000
2011-06-24,6.03,6.04,5.88,5.88,4.33298966996,20448338,0.0000,1.0,4.6874,4.7582,28.2988,53.0159,57.9448,-0.3935,0.0195,-0.3741,35.5207,-77.6316,5.0000,80.0000,3.9137,5.4612,4.6874,1591634925.2120,-1693025259.0000
2011-06-23,5.86,6.03,5.83,6.02,4.43615609067,39016993,0.0000,1.0,4.7689,4.8029,29.8217,69.4444,53.5703,-0.3984,0.0151,-0.3833,35.0815,-74.9688,10.0000,85.0000,3.8352,5.7025,4.7689,1612083263.2120,-1672576921.0000
2011-06-22,6.14,6.14,6.02,6.04,4.45089415077,26089583,0.0000,1.0,4.8477,4.8415,30.0411,51.3740,37.7937,-0.4022,0.0021,-0.4000,34.5922,-65.3240,0.0000,90.0000,3.7827,5.9127,4.8477,1576967969.5115,-1633559928.0000
2011-06-21,5.95,6.1,5.91,6.06,4.46563221087,25533811,0.0000,1.0,4.9247,4.8826,30.2526,39.8925,28.0547,-0.4027,-0.0144,-0.4171,34.2789,-73.0072,5.0000,95.0000,3.7669,6.0825,4.9247,1594361024.8458,-1607470345.0000
2011-06-20,5.93,5.95,5.79,5.85,4.3108825798,24285975,0.0000,1.0,5.0003,4.9265,24.9859,22.1147,23.8095,-0.3991,-0.0351,-0.4343,33.8457,-90.5716,0.0000,100.0000,3.7769,6.2236,5.0003,1579578292.1637,-1633004156.0000
2011-06-17,6.14,6.15,5.98,6.02,4.43615609067,28176093,0.0000,1.0,5.0909,4.9913,26.5263,22.1569,23.0828,-0.3903,-0.0438,-0.4341,32.9967,-76.8752,0.0000,95.0000,3.8176,6.3641,5.0909,1585649785.9152,-1608718181.0000
2011-06-16,5.87,5.96,5.81,5.94,4.37720385026,51924582,0.0000,1.0,5.1841,5.0498,24.4438,27.1569,23.3691,-0.3794,-0.0610,-0.4404,32.2801,-92.5125,0.0000,100.0000,3.8450,6.5233,5.1841,1600566541.0339,-1636894274.0000
2011-06-15,5.99,6.08,5.9,5.95,4.38457288031,81648313,0.0000,1.0,5.2818,5.1206,24.5264,19.9346,17.9398,-0.3641,-0.0718,-0.4360,30.9988,-92.2649,0.0000,100.0000,3.9079,6.6556,5.2818,1562488514.2327,-1584969692.0000
2011-06-14,6.33,6.41,6.25,6.26,4.61301281189,58427928,0.0000,1.0,5.3779,5.1980,27.2351,23.0159,15.1095,-0.3462,-0.0786,-0.4248,29.7224,-75.0111,0.0000,95.0000,3.9994,6.7564,5.3779,1598776653.3506,-1503321379.0000
2011-06-13,6.23,6.28,6.11,6.11,4.50247736113,38933377,0.0000,1.0,5.4645,5.2596,23.3435,10.8690,10.8599,-0.3265,-0.1010,-0.4275,28.6914,-92.5205,5.0000,100.0000,4.0716,6.8574,5.4645,1649901090.3519,-1561749307.0000
2011-06-10,6.28,6.34,6.17,6.29,4.63511990205,44420586,0.0000,1.0,5.5540,5.3393,24.8591,11.4437,11.5000,-0.3013,-0.1123,-0.4136,27.2200,-95.9243,10.0000,100.0000,4.1901,6.9180,5.5540,1688834467.3519,-1522815930.0000
2011-06-09,6.23,6.35,6.21,6.29,4.63511990205,42975321,0.0000,1.0,5.6414,5.4134,24.8591,10.2669,13.0752,-0.2732,-0.1300,-0.4032,25.7215,-107.5717,0.0000,100.0000,4.3005,6.9822,5.6414,1670543637.8183,-1522815930.0000
2011-06-08,6.37,6.37,6.22,6.23,4.59090572174,54274157,0.0000,1.0,5.7276,5.4954,23.3622,12.7894,14.0719,-0.2407,-0.1435,-0.3842,24.1770,-125.6789,0.0000,100.0000,4.4358,7.0194,5.7276,1664404306.2433,-1565791251.0000
2011-06-07,6.59,6.63,6.51,6.54,4.81934565332,26861347,0.0000,1.0,5.8201,5.5906,25.8942,16.1695,13.3870,-0.2049,-0.1449,-0.3498,22.5592,-124.0031,5.0000,80.0000,4.6044,7.0357,5.8201,1711441908.9773,-1511517094.0000
2011-06-06,6.72,6.8,6.6,6.6,4.86355983363,52567188,0.0000,1.0,5.8890,5.6718,26.4207,13.2569,12.0195,-0.1686,-0.1555,-0.3241,21.0992,-139.7188,10.0000,85.0000,4.7545,7.0234,5.8890,1724872582.4788,-1484655747.0000
2011-06-03,6.54,6.73,6.51,6.66,4.90777401393,57439332,0.0000,1.0,5.9568,5.7568,26.9411,10.7345,19.9604,-0.1298,-0.1613,-0.2911,19.6436,-180.2200,15.0000,90.0000,4.9174,6.9961,5.9568,1777439770.4788,-1432088559.0000
2011-06-02,6.73,6.76,6.54,6.57,4.84145274347,51290431,0.0000,1.0,6.0234,5.8462,24.8313,12.0670,28.8230,-0.0895,-0.1597,-0.2491,17.9272,-235.0235,0.0000,95.0000,5.0969,6.9500,6.0234,1756552740.6632,-1489527891.0000
2011-06-01,6.51,7.03,6.45,6.69,4.92988110408,226080501,0.0000,1.0,6.0982,5.9520,25.7741,37.0799,38.3595,-0.0495,-0.1358,-0.1853,16.1449,-291.5685,5.0000,100.0000,5.3390,6.8575,6.0982,1793854872.3013,-1438237460.0000
2011-05-31,7.1,7.16,6.79,7.02,5.17305909576,159387938,0.0000,1.0,6.1734,6.0596,28.6122,37.3220,32.5391,-0.0156,-0.0945,-0.1101,14.2687,-354.7017,10.0000,100.0000,5.6227,6.7241,6.1734,1832834269.0305,-1212156959.0000
2011-05-27,8.19,8.22,8.15,8.2,6.04260464178,9564014,0.0000,1.0,6.2340,6.1529,45.7106,40.6766,26.7035,0.0080,-0.0453,-0.0373,12.5723,-103.0931,15.0000,80.0000,5.9219,6.5461,6.2340,1794064230.0632,-1052769021.0000
2011-05-26,8.15,8.17,8.04,8.09,5.96154531122,21084341,0.0000,1.0,6.2507,6.1645,42.6769,19.6186,17.1305,0.0194,-0.0516,-0.0323,12.8023,-156.4076,20.0000,85.0000,5.9456,6.5559,6.2507,1789965366.9193,-1062333035.0000
2011-05-25,8.07,8.21,8.06,8.16,6.01312852157,12043249,0.0000,1.0,6.2726,6.1858,44.1690,19.8153,17.0251,0.0323,-0.0495,-0.0172,12.8984,-168.9206,25.0000,90.0000,5.9919,6.5533,6.2726,1794830984.0704,-1041248694.0000
2011-05-24,8.2,8.24,8.1,8.13,5.99102143142,15339564,0.0000,1.0,6.2891,6.2040,43.3628,11.9577,21.2276,0.0446,-0.0477,-0.0030,13.0456,-202.7355,30.0000,95.0000,6.0336,6.5446,6.2891,1790816567.7378,-1053291943.0000
2011-05-23,8.09,8.16,8.02,8.11,5.97628337132,16958523,0.0000,1.0,6.2957,6.2264,42.8401,19.3023,32.2323,0.0566,-0.0391,0.0174,13.2908,-249.5778,35.0000,100.0000,6.0657,6.5257,6.2957,1799582032.8813,-1068631507.0000
2011-05-20,8.51,8.51,8.3,8.31,6.12366397234,22152439,0.0000,1.0,6.2967,6.2528,46.9576,32.4227,41.6744,0.0663,-0.0216,0.0448,13.3346,-98.8428,40.0000,0.0000,6.0726,6.5209,6.2967,1794736740.5944,-1051672984.0000
2011-05-19,8.52,8.56,8.45,8.55,6.30052069356,13264334,0.0000,1.0,6.2887,6.2664,52.7358,44.9718,45.4080,0.0717,-0.0077,0.0640,14.0346,-6.9222,45.0000,5.0000,6.0314,6.5461,6.2887,1814779423.4995,-1029520545.0000
2011-05-18,8.56,8.61,8.51,8.59,6.32999681376,18160495,0.0000,1.0,6.2705,6.2628,53.7836,47.6286,48.1685,0.0737,-0.0041,0.0696,14.3591,24.0860,50.0000,0.0000,5.9708,6.5702,6.2705,1803926786.5901,-1016256211.0000
2011-05-17,8.57,8.625,8.5,8.56,6.30788972361,18324603,0.0000,1.0,6.2414,6.2557,53.1199,43.6236,51.5516,0.0747,-0.0019,0.0727,14.5266,28.8752,55.0000,5.0000,5.8671,6.6157,6.2414,1793030489.5940,-1034416706.0000
2011-05-16,8.65,8.725,8.55,8.61,6.34473487387,43148338,0.0000,1.0,6.2162,6.2502,54.3559,53.2533,59.9116,0.0752,0.0028,0.0780,14.7028,52.4219,60.0000,10.0000,5.7980,6.6345,6.2162,1793763473.7129,-1016092103.0000
2011-05-13,8.62,8.63,8.43,8.54,6.29315166351,15618721,0.0000,1.0,6.1982,6.2402,52.8983,57.7778,58.6895,0.0745,0.0053,0.0797,14.7502,31.8891,65.0000,15.0000,5.7727,6.6237,6.1982,1807324379.9382,-1059240441.0000
2011-05-12,8.64,8.69,8.54,8.66,6.38158002412,11823267,0.0000,1.0,6.1834,6.2347,55.8002,68.7037,50.4061,0.0731,0.0129,0.0861,15.0020,59.4979,70.0000,20.0000,5.7517,6.6152,6.1834,1805762507.8385,-1043621720.0000
2011-05-11,8.7,8.755,8.571,8.63,6.35947293397,20745158,0.0000,1.0,6.1663,6.2192,55.2168,49.5869,31.4906,0.0699,0.0140,0.0839,14.9691,70.4002,75.0000,25.0000,5.7402,6.5924,6.1663,1798668547.6380,-1055444987.0000
2011-05-10,8.51,8.8,8.48,8.74,6.44053226453,40492125,0.0000,1.0,6.1500,6.2045,57.8782,32.9278,19.4014,0.0664,0.0158,0.0822,14.8493,83.2445,80.0000,30.0000,5.7297,6.5703,6.1500,1806109745.6157,-1034699829.0000
2011-05-09,8.44,8.49,8.35,8.41,6.19735427285,16286068,0.0000,1.0,6.1399,6.1796,51.1705,11.9571,19.8997,0.0625,0.0081,0.0705,14.7233,20.5715,85.0000,35.0000,5.7387,6.5411,6.1399,1780802167.4888,-1075191954.0000
2011-05-06,8.59,8.63,8.38,8.44,6.219461363,18968152,0.0000,1.0,6.1417,6.1777,51.8841,13.3193,34.5922,0.0605,0.0189,0.0794,15.2194,37.3418,90.0000,40.0000,5.7392,6.5442,6.1417,1783128748.6299,-1058905886.0000
2011-05-05,8.505,8.56,8.415,8.47,6.24156845315,41650279,0.0000,1.0,6.1406,6.1733,52.5806,34.4228,55.6924,0.0557,0.0316,0.0873,15.6672,37.9433,95.0000,45.0000,5.7388,6.5424,6.1406,1792992187.6693,-1039937734.0000
2011-05-04,8.86,8.87,8.55,8.6,6.33736584381,50127405,0.5714,1.0,6.1402,6.1662,55.6567,56.0345,70.6223,0.0478,0.0461,0.0939,16.2893,91.4562,100.0000,50.0000,5.7388,6.5415,6.1402,1803045703.2905,-998287455.0000
2011-05-03,9.31,9.38,9.26,9.31,6.43311982663,19898963,0.0000,1.0,6.1263,6.1481,58.9303,76.6199,79.9278,0.0363,0.0548,0.0912,16.6181,121.2841,85.0000,55.0000,5.7341,6.5185,6.1263,1837508294.2300,-948160050.0000
2011-05-02,9.32,9.33,9.2,9.24,6.38475050462,16708215,0.0000,1.0,6.1059,6.1181,57.7374,79.2125,83.7240,0.0226,0.0540,0.0766,16.6215,123.5129,90.0000,60.0000,5.7380,6.4739,6.1059,1840824788.0617,-968059013.0000
2011-04-29,9.32,9.32,9.15,9.23,6.37784060148,21157003,0.0000,1.0,6.0821,6.0901,57.5701,83.9512,85.7300,0.0091,0.0527,0.0618,16.7138,136.3571,95.0000,65.0000,5.7280,6.4362,6.0821,1847251024.6011,-984767228.0000
2011-04-28,9.3,9.42,9.22,9.26,6.39857031091,29074856,0.0000,1.0,6.0572,6.0598,58.2269,88.0083,83.3711,-0.0041,0.0469,0.0428,16.8282,180.4149,100.0000,70.0000,5.7202,6.3942,6.0572,1848495554.1887,-963610225.0000
2011-04-27,9.03,9.25,8.97,9.18,6.34329108576,35745434,0.0000,1.0,6.0351,6.0241,56.9837,85.2305,77.8578,-0.0158,0.0315,0.0157,16.7901,154.3117,100.0000,75.0000,5.7345,6.3357,6.0351,1865940467.7861,-992685081.0000
2011-04-26,8.66,8.93,8.64,8.86,6.12217418517,28441861,0.0000,1.0,6.0178,5.9905,51.4990,76.8746,66.0123,-0.0237,0.0103,-0.0134,17.0303,46.1103,50.0000,80.0000,5.7524,6.2832,6.0178,1848067750.7852,-1028430515.0000
2011-04-25,8.65,8.77,8.58,8.68,5.99779592858,14089494,0.0000,1.0,6.0137,5.9767,47.9527,71.4683,51.4351,-0.0263,-0.0016,-0.0278,17.8868,-10.3567,55.0000,85.0000,5.7524,6.2750,6.0137,1833356443.3702,-1056872376.0000
2011-04-21,8.81,8.82,8.46,8.63,5.96324641287,43925326,0.0000,1.0,6.0023,5.9744,46.9287,49.6941,32.6560,-0.0259,-0.0073,-0.0332,18.5225,-19.6730,60.0000,90.0000,5.7201,6.2844,6.0023,1832614891.0559,-1070961870.0000
2011-04-20,8.53,8.67,8.51,8.59,5.93560680029,25077723,0.0000,1.0,5.9961,5.9756,46.1231,33.1429,21.7692,-0.0240,-0.0120,-0.0361,19.1916,-33.0824,65.0000,0.0000,5.7054,6.2867,5.9961,1835055186.9436,-1114887196.0000
2011-04-19,8.35,8.38,8.26,8.32,5.74903941542,18126492,0.0000,1.0,5.9888,5.9798,40.3133,15.1312,16.7029,-0.0210,-0.0154,-0.0364,19.5657,-124.8014,70.0000,5.0000,5.6855,6.2921,5.9888,1835055186.9436,-1139964919.0000
2011-04-18,8.38,8.47,8.29,8.4,5.80431864056,25963473,0.0000,1.0,5.9909,6.0041,41.5752,17.0336,16.5298,-0.0172,-0.0001,-0.0173,19.2385,-102.4996,75.0000,10.0000,5.6936,6.2881,5.9909,1835055186.9436,-1121838427.0000
2011-04-15,8.57,8.69,8.55,8.66,5.9839761223,12833198,0.0000,1.0,5.9909,6.0252,46.0234,17.9439,22.6243,-0.0172,0.0189,0.0017,18.9415,-11.3397,80.0000,15.0000,5.6936,6.2881,5.9909,1829285526.2797,-1095874954.0000
2011-04-14,8.63,8.71,8.6,8.68,5.99779592858,16399437,0.0000,1.0,5.9778,6.0295,46.3861,14.6120,35.8414,-0.0219,0.0295,0.0077,19.0686,5.5762,85.0000,0.0000,5.6581,6.2974,5.9778,1821952270.2796,-1083041756.0000
2011-04-13,8.88,8.88,8.65,8.74,6.03925534744,29529874,0.0000,1.0,5.9550,6.0328,47.4518,35.3171,58.4188,-0.0293,0.0430,0.0137,19.2936,41.2306,90.0000,0.0000,5.5834,6.3265,5.9550,1814497980.7349,-1066642319.0000
2011-04-12,8.95,8.96,8.69,8.73,6.0323454443,31333532,0.0000,1.0,5.9256,6.0321,47.2599,57.5950,75.9596,-0.0400,0.0571,0.0171,19.6206,57.2201,95.0000,0.0000,5.4969,6.3543,5.9256,1820917518.5615,-1096172193.0000
2011-04-11,9.09,9.12,8.99,9.03,6.23964253861,16737428,0.0000,1.0,5.9024,6.0321,52.7485,82.3443,86.0116,-0.0543,0.0761,0.0218,20.0358,126.5647,100.0000,5.0000,5.4500,6.3549,5.9024,1842967041.0811,-1064838661.0000
2011-04-08,9.06,9.08,8.98,9.02,6.23273263546,14121820,0.0000,1.0,5.8772,6.0103,52.5741,87.9396,89.0567,-0.0733,0.0797,0.0064,21.0502,139.2894,95.0000,10.0000,5.4471,6.3074,5.8772,1849404513.3871,-1081576089.0000
2011-04-07,9.0,9.0901,8.92,8.97,6.19818311975,22749724,0.0000,1.0,5.8589,5.9869,51.7277,87.7509,84.5586,-0.0932,0.0805,-0.0127,22.0333,154.5108,100.0000,15.0000,5.4609,6.2570,5.8589,1852228877.3879,-1095697909.0000
2011-04-06,8.82,9.06,8.81,9.02,6.23273263546,37568280,0.0000,1.0,5.8392,5.9646,52.6198,91.4797,75.1677,-0.1133,0.0800,-0.0333,23.0680,177.1356,100.0000,20.0000,5.4725,6.2059,5.8392,1861604278.0476,-1072948185.0000
2011-04-05,8.75,8.84,8.72,8.77,6.05998505688,31787493,0.0000,1.0,5.8247,5.9364,48.3921,74.4451,61.0371,-0.1333,0.0707,-0.0626,24.0980,130.8514,100.0000,25.0000,5.5010,6.1484,5.8247,1836057847.6500,-1110516465.0000
2011-04-04,8.62,8.74,8.59,8.72,6.02543554116,20502327,0.0000,1.0,5.8157,5.9234,47.5021,59.5783,56.7120,-0.1510,0.0694,-0.0816,24.7326,111.1387,75.0000,30.0000,5.5091,6.1223,5.8157,1841355763.1475,-1142303958.0000
2011-04-01,8.44,8.59,8.36,8.55,5.90796718772,24632416,0.0000,1.0,5.8026,5.9126,44.4052,49.0878,62.8256,-0.1684,0.0673,-0.1011,25.1826,47.7035,80.0000,35.0000,5.5109,6.0943,5.8026,1826320723.3448,-1162806285.0000
2011-03-31,8.55,8.6,8.51,8.51,5.88032757514,18505248,0.0000,1.0,5.8005,5.9131,43.6624,61.4698,71.3324,-0.1852,0.0727,-0.1125,25.3163,65.7186,85.0000,40.0000,5.5113,6.0898,5.8005,1810256104.2132,-1187438701.0000
2011-03-30,8.61,8.67,8.56,8.62,5.95633650972,14683739,0.0000,1.0,5.8054,5.9166,45.2417,77.9190,76.4162,-0.2034,0.0807,-0.1227,25.6841,93.3194,90.0000,45.0000,5.5078,6.1029,5.8054,1828761352.2132,-1168933453.0000
2011-03-29,8.65,8.72,8.58,8.68,5.99779592858,15988996,0.0000,1.0,5.8074,5.9124,46.1059,74.6084,75.1775,-0.2235,0.0819,-0.1416,26.1485,108.7069,0.0000,50.0000,5.5052,6.1097,5.8074,1827426466.8503,-1154249714.0000
2011-03-28,8.69,8.8,8.66,8.74,6.03925534744,30970036,0.0000,1.0,5.8054,5.9034,46.9580,76.7213,78.8808,-0.2440,0.0761,-0.1679,26.6675,137.4595,5.0000,55.0000,5.5078,6.1029,5.8054,1820574039.9950,-1138260718.0000
2011-03-25,8.4,8.44,8.31,8.35,5.76976912485,16013289,0.0000,1.0,5.8016,5.8891,40.1248,74.2029,82.4479,-0.2631,0.0598,-0.2033,27.3320,-10.9842,10.0000,60.0000,5.5143,6.0888,5.8016,1816149749.1434,-1169230754.0000
2011-03-24,8.43,8.49,8.38,8.45,5.83886815628,16912021,0.0000,1.0,5.8119,5.9017,41.4247,85.7181,87.5324,-0.2780,0.0600,-0.2180,27.2536,13.4878,15.0000,65.0000,5.5152,6.1086,5.8119,1822308706.4494,-1153217465.0000
2011-03-23,8.23,8.41,8.19,8.38,5.79049883428,11528320,0.0000,1.0,5.8181,5.9083,40.1350,87.4228,83.0930,-0.2930,0.0523,-0.2407,27.2630,-33.8153,20.0000,70.0000,5.5143,6.1220,5.8181,1817696337.0882,-1170129486.0000
2011-03-22,8.41,8.42,8.295,8.38,5.79049883428,14370652,0.0000,1.0,5.8250,5.9207,40.1350,89.4564,70.0823,-0.3060,0.0448,-0.2613,27.0898,-24.1208,0.0000,75.0000,5.5178,6.1323,5.8250,1809312104.3608,-1170129486.0000
2011-03-21,8.4576,8.46,8.32,8.4,5.80431864056,14943587,0.0000,1.0,5.8420,5.9344,40.3641,72.3998,50.4377,-0.3172,0.0336,-0.2837,27.0367,-21.2784,0.0000,80.0000,5.5080,6.1759,5.8420,1804138669.6398,-1155758834.0000
2011-03-18,8.32,8.35,8.24,8.28,5.72139980284,20077150,0.0000,1.0,5.8693,5.9481,38.3578,48.3905,34.9462,-0.3256,0.0161,-0.3095,27.0112,-61.0568,5.0000,85.0000,5.4694,6.2692,5.8693,1802003871.4996,-1170702421.0000
2011-03-17,8.08,8.13,8.0,8.02,5.54174232111,14490945,0.0000,1.0,5.8969,5.9720,33.7716,30.5228,30.9688,-0.3297,0.0001,-0.3296,26.7505,-136.0073,10.0000,90.0000,5.4665,6.3274,5.8969,1807479457.8657,-1190779571.0000
2011-03-16,8.04,8.13,7.8,7.89,5.45191358024,41981761,0.0000,1.0,5.9342,6.0172,31.3454,25.9254,32.0495,-0.3297,-0.0024,-0.3321,25.9839,-186.8350,15.0000,95.0000,5.5040,6.3644,5.9342,1817511650.5572,-1205270516.0000
2011-03-15,7.74,8.11,7.73,8.06,5.56938193368,57832385,0.0000,1.0,5.9750,6.0768,32.8400,36.4581,39.3628,-0.3291,0.0077,-0.3214,25.1770,-211.7852,20.0000,100.0000,5.5824,6.3675,5.9750,1836594269.1946,-1163288755.0000
2011-03-14,8.24,8.3,8.19,8.3,5.73521960913,19080588,0.0000,1.0,6.0019,6.1302,35.0836,33.7650,42.5319,-0.3310,0.0160,-0.3150,24.2840,-141.4130,0.0000,100.0000,5.6529,6.3510,6.0019,1793980932.8801,-1105456370.0000
2011-03-11,8.32,8.52,8.31,8.49,5.86650776886,13371322,0.0000,1.0,6.0386,6.1717,36.9838,47.8653,44.4672,-0.3350,0.0159,-0.3191,23.7903,-87.0824,0.0000,80.0000,5.6570,6.4202,6.0386,1774900344.8801,-1086375782.0000
2011-03-10,8.5,8.54,8.38,8.4,5.80431864056,19741056,0.0000,1.0,6.1211,6.2039,35.4095,45.9655,36.8951,-0.3390,0.0059,-0.3331,23.4021,-80.8414,0.0000,85.0000,5.3794,6.8629,6.1211,1765349400.5941,-1099747104.0000
2011-03-09,8.59,8.67,8.55,8.6,5.94251670344,24111336,0.0000,1.0,6.2362,6.2459,37.3810,39.5709,29.1572,-0.3404,0.0007,-0.3397,23.0708,-54.2378,5.0000,90.0000,5.1117,7.3607,6.2362,1780155192.5963,-1080006048.0000
2011-03-08,8.38,8.56,8.31,8.51,5.88032757514,22125255,0.0000,1.0,6.3288,6.2779,35.8542,25.1488,28.0128,-0.3406,-0.0167,-0.3574,22.9135,-70.3436,10.0000,95.0000,5.0255,7.6321,6.3288,1784173748.5944,-1104117384.0000
2011-03-07,8.51,8.51,8.3,8.34,5.7628592217,24201080,0.0000,1.0,6.4248,6.3197,32.9192,22.7520,34.6421,-0.3364,-0.0319,-0.3683,22.5300,-75.9874,15.0000,100.0000,4.9913,7.8584,6.4248,1770898595.5949,-1126242639.0000
2011-03-04,8.54,8.55,8.4,8.49,5.86650776886,19786637,0.0000,1.0,6.5188,6.3783,34.2321,36.1376,42.1052,-0.3285,-0.0366,-0.3650,22.0276,-70.4693,20.0000,100.0000,5.0259,8.0117,6.5188,1785880216.5484,-1102041559.0000
2011-03-03,8.74,8.76,8.55,8.65,5.97706621915,17592014,0.0000,1.0,6.6121,6.4322,35.6739,45.0367,42.8035,-0.3193,-0.0467,-0.3661,21.5993,-61.2842,25.0000,70.0000,5.0619,8.1623,6.6121,1781922889.1469,-1082254922.0000
2011-03-02,8.6,8.73,8.59,8.68,5.99779592858,16838098,0.0000,1.0,6.7054,6.4801,35.9436,45.1414,37.8716,-0.3076,-0.0657,-0.3733,21.3019,-64.0549,30.0000,75.0000,5.0958,8.3149,6.7054,1782760604.1001,-1064662908.0000
2011-03-01,8.73,8.81,8.62,8.62,5.95633650972,21587807,0.0000,1.0,6.7803,6.5309,35.0102,38.2323,30.6167,-0.2912,-0.0880,-0.3792,21.0297,-68.0852,35.0000,80.0000,5.1699,8.3907,6.7803,1777949718.9580,-1081501006.0000
2011-02-28,8.68,8.7,8.59,8.63,5.96324641287,13455584,0.0000,1.0,6.8522,6.5914,35.0911,30.2412,24.3012,-0.2692,-0.1078,-0.3770,20.7729,-76.9538,40.0000,85.0000,5.2672,8.4372,6.8522,1799537525.9580,-1059913199.0000
2011-02-25,8.665,8.69,8.56,8.65,5.97706621915,30694225,0.0000,1.0,6.9192,6.6575,35.2460,23.3766,28.4897,-0.2423,-0.1272,-0.3694,20.3207,-85.4767,45.0000,90.0000,5.3775,8.4610,6.9192,1803207230.6833,-1046457615.0000
2011-02-24,8.66,8.75,8.56,8.63,5.96324641287,33241438,0.0000,1.0,6.9852,6.7291,34.9734,19.2857,36.3379,-0.2105,-0.1453,-0.3558,19.8284,-95.1479,50.0000,95.0000,5.4984,8.4720,6.9852,1791401759.5326,-1077151840.0000
2011-02-23,8.71,8.75,8.44,8.58,5.92869689715,50435627,0.0000,1.0,7.0578,6.8097,34.3166,42.8066,45.2555,-0.1742,-0.1577,-0.3318,19.3102,-112.5878,55.0000,100.0000,5.6374,8.4781,7.0578,1800149506.3726,-1110393278.0000
2011-02-22,8.88,8.93,8.81,8.87,6.12908408831,45257708,0.0000,1.0,7.1272,6.9024,36.3389,46.9215,36.8018,-0.1347,-0.1581,-0.2929,18.7648,-110.5906,60.0000,75.0000,5.8018,8.4526,7.1272,1805030373.5015,-1059957651.0000
2011-02-18,9.13,9.21,9.08,9.19,6.3502009889,24804121,0.0000,1.0,7.1977,6.9839,38.7315,46.0383,23.7723,-0.0952,-0.1641,-0.2593,18.4925,-106.0578,65.0000,80.0000,5.9442,8.4512,7.1977,1805030373.5015,-1014699943.0000
